tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1597807360088899584,negative,,,,GPT3 AI NLG,"demonstrate curiosity, natural language processing",,"gpt3s, engine, predecessor, end, generations, death, knell, dirge, level, content, ai, nlg, openai","davinci, is, goes, add, being, composed, writing, machinelearning","much, worse, longer, curious, lower, gpt3","davinci 3 engine, it","its predecessor, the end of longer generations curious, longer generations curious, the dirge being composed for lower level content writing gpt3, lower level content writing gpt3, gpt3, ai nlg nlp machinelearning openai",is,"chatgpt, ai, will"
1597806903240757248,neutral,,,,GPT3,patents,,"youre, youre, youre, gpt3, bot",,"username, right, shill","you, you, you",,username,"bot, gpt bot, bots, chatbot, gpt chatbot, gpt bots, gpt3, chatbot gpt, chat gpt, discord, discord bot, chatbots, building chatbot, chat bot, gpt4, gpt3 chatbot, own documents, chat bots"
1597806663142182912,neutral,,,,,demonstrate curiosity,,"agents, childrens, skills","training, questionasking","pedagogical, curious",,"pedagogical agents for training childrens curious questionasking skills, training childrens, curious questionasking skills",gpt3driven,"chatgpt, ai, will"
1597806626295218176,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens","releasing, finetuned",gptjt,releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b",finetuned,"chatgpt, ai, will"
1597806523513569280,negative,,person,,gpt,,,"person, gene","im, gpt","username, only, silly","i, that",the silly gene,username,"chatgpt, ai, will"
1597806485660176384,positive,,,,"GPT3, Technology",,,"openai, upgrades, poetry, lyrics, technology","gpt3, stunning, rhyming",,openai upgrades gpt3,rhyming poetry and lyrics technology,stunning,"chatgpt, ai, will"
1597806416794091520,neutral,,,model,,,,"gpt4, trillions, parameters, model","has, been, confirmed, have, be","username, compact","username gpt4, it","trillions of parameters, parameters",confirmed,"parameters, model, training, models, gpt3, trillion, trained, gpt4, trillion parameters, gpt models, data, size, gpt5, training data, billion, billion parameters"
1597806385496195072,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597806011729211392,positive,,,model,GPT,terminology,,"openai, upgrades, poetry, lyrics, refinement, language, model, compositions, styles, technews, tesla","gpt, stunning, rhyming, ai, generates, rhyming, ev",various,"openai upgrades, language model","rhyming poetry and lyrics, compositions in various styles, various styles, technews ev tesla","gpt, generates","chatgpt, ai, will"
1597805027581739008,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens","releasing, finetuned, link",gptjt,"releasing v1 of gptjt fork of gpt6b, releasing v1 of gptjt fork of gpt6b finetuned on 353b tokens","v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b tokens",link,"chatgpt, ai, will"
1597802946275713024,positive,,,,"GPT3, DIY",,,"gpt3, article, bioweapons, bedbugs, solution, metho","discusses, be, used, eradicate, states, is, is","diy, perfect, costeffective, efficient, traditional","this article, diy bioweapons, it, this, it","bedbugs, traditional metho",discusses,"chatgpt, ai, will"
1597802917167251456,neutral,,,automation,"GPTJT, AI ML",ML (computer programming),,"v1, fork, gpt6b, tokens, chatbots, automation, ml","releasing, finetuned, ai","gptjt, technews",releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b, technews chatbots automation",finetuned,"chatgpt, ai, will"
1597802811588505600,neutral,,,,"ZeroShot Opinion Summarization, GPT3, GPT3 Amazon Yelp",,,"opinion, summarization, keywords, amazon, yelp",gpt3,"zeroshot, gpt3",,gpt3 keywords gpt3 amazon yelp,summarization,"chatgpt, ai, will"
1597802694571397120,neutral,,,artificial intelligence,"GPT3, Artificial Intelligence AI, AI",,,"gpt3, article, risks, intelligence, ai, evaluations, risks, risks, humans, ai","discusses, associated, suggests, focus, posed, th","potential, artificial, most, potential","this article, most of the evaluations of these risks","the potential risks associated with artificial intelligence ai, artificial intelligence ai, the evaluations of these risks, these risks, the potential risks to humans posed by ai rather than, humans posed by ai rather than, ai rather than",discusses,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1597802557258096640,neutral,,people,,"GPT3, Meta",,,"challenge, regulation, side, im, people, gallactica, gpt3, reams, live, web, meta, target, openai, i, guess","surprised, are, handwringing, is, producing, is","username, username, content, easier","username definitely a challenge on the regulation side im surprised that people are handwringing about gallactica and username instead of gpt3 which is actively producing reams of content live on the web meta, i, people, which, i","definitely a challenge on the regulation side im surprised that people are handwringing about gallactica and username instead of gpt3 which is actively producing reams of content, the regulation side, gallactica, gpt3, reams of content, content, the web meta, openai",is,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1597802023411679232,neutral,,,,GPT3 nerd,,,"things, robots, point, release, gpt3, nerd, davinci003",say,"new, username",new robots,"username point release of gpt3 nerd, gpt3 nerd",nerd,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
1597801981539913728,positive,,,,"GPT3, GPT3",,,"today, engine, questions, certificate, i, job, i, spots, gpt3, certification, world, years","i, used, answer, am, completing, did, needed, step, improve, be, passing, change","gpt3, technical, good, few, coming","i, i, it, i, gpt3, the world","a gpt3 engine, questions, a technical certificate i am completing, a very good job i needed to step in and improve a few spots, a few spots, this certification the world will change vastly in coming years, coming years",used,"chatgpt, ai, will"
1597801851520286720,negative,,deer,,GPT3,,,"gpt3, trouble, something, site, deer, catching, tape","is, having, making, does, include","compelling, sticky","gpt3, it","trouble making something as compelling as that site, something as compelling as that site, that site, sticky deer catching tape",having,"chatgpt, ai, will"
1597801714123706368,positive,,,,"GPT3, GPT3",,,"today, engine, questions, certification, certificate, i, job, i, spots, gpt3, certification","i, used, answer, am, completing, did, needed, step, be, passing","gpt3, technical, good, few","i, i, it, i, gpt3","a gpt3 engine, questions from a technical certification certificate i am completing, a technical certification certificate i am completing, a very good job i needed to step in for a few spots, a few spots, this certification",used,"gpt3, code, code spelled, scratch, spelled out, lets build, build gpt, from scratch, karpathy, coding, gpt from, andrej karpathy, gpt3 gpt3"
1597801552248737792,positive,,,,GPT3,use personal organization software,,"username, head, time, gpt3, mind","laughed, played, has, gotten, laugh, having, blown, are, were, headed",first,"i, it, not the first time gpt3, me, my mind, we",my head,username,"chatgpt, ai, will"
1597801357834334208,neutral,,consumer,model,GPT3,,consumer electronics repair technician,"model, apps, someone, layer, gpt3, app, openai, key, cost, consumer, subscription, cost, service, tax, i","interesting, seen, is, giving, asking, input, added, goes, seems, being, passed","ive, own, weird, sure","interesting model ive seen in some apps, i, then asking them to input their own openai key so added cost, the subscription cost to the service, a weird tax, i","some apps, a layer, gpt3, their app, them, their own openai key so added cost, the consumer, the service, it",giving,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1597800867557568512,neutral,,,,GPT3,,,"username, gpt3","seems, was, written",,"this, it",gpt3,username,"chatgpt, ai, will"
1597800557879910400,neutral,,anyone,internet,GPT3,,,"gpt3, amount, text, internet, i, anyone, i, heres, convo, insert, username","is, is, trained, means, talk, want, having, youre, talking, cc","crazy, massive","this, too crazy gpt3, which, i, i, me, you","a massive amount of text from the internet which means i can talk to literally anyone i want, text, the internet which means i can talk to literally anyone i want, literally anyone i want, a convo, insert who youre talking to here cc, who",is,"chatgpt, ai, will"
1597798582396293120,neutral,,,,,,,username,is,gpt4,,,is,"gpt4, access, using gpt4, use gpt4, ask gpt4"
1597798426699190272,positive,,,model,GPT3,,,"username, gpt3, model","blows, is","new, good","just the new gpt3 model, it",me,username,"chatgpt, ai, will"
1597797796836675584,neutral,,,,,,,"gpt3s, ideas, benign","are, is, being","username, sooo, coy","ideas, it",,being,"chatgpt, ai, will"
1597797729186496512,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens","releasing, finetuned",gptjt,releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b",finetuned,"chatgpt, ai, will"
1597797578850156544,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens, comments","releasing, finetuned",gptjt,releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b tokens, comments",finetuned,"chatgpt, ai, will"
1597797334028800000,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens","releasing, finetuned",gptjt,releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b",finetuned,"chatgpt, ai, will"
1597797279901024256,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens","releasing, finetuned",gptjt,releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b",finetuned,"chatgpt, ai, will"
1597797233591996416,neutral,write an essay,,,GPT3,,,"username, i, gpt3, essay","used, write",,i,"gpt3, an essay about this, this",username,"chatgpt, ai, will"
1597797135231188992,neutral,,,,GPTJT,,,"v1, fork, gpt6b, tokens","releasing, finetuned",gptjt,releasing v1 of gptjt fork of gpt6b,"v1 of gptjt fork of gpt6b, gptjt fork of gpt6b, gpt6b, 353b",finetuned,"chatgpt, ai, will"
1597796968935608320,negative,,person,,,history,,"i, i, history, cause, person, gpt, i, kno","erase, meet, been, aint","wish, nigha, other, tf","i, i, we, tf, my person, i","me, this nigha history, each other, gpt",wish,"chatgpt, ai, will"
1597796880045703168,positive,,,,,"Microsoft Access, LESS",,"content, tech, level, concept, word, vectorization, similarities, content, access, datasets, issue","gpt3, does, create, causes, progresses, has, itll","username, unique, original, philosophical, ai, bigger, less","gpt3, the concept of word vectorization, it, it","unique and original content, tech and a philosophical level, word vectorization, similarities in ai content, ai content, access to bigger datasets, bigger datasets, an issue",causes,"gpt4, ai, gpt3, deeplearning gpt, ai gpt, will, future, gpt ai, ai tech"
